report_updated_at,po_issued_date,id,order_number,status,sku,part.id,name_y,tags_y,quantity,unit_price_micros,unit_price,total_cost,currency,incoterms,payment_terms,brand,description_yuju,Categoria,Subcategoria,Producto,priority,reason,category,buyer,Lead,tags_x,shipping_method,target_delivery_date,supplier.name,supplier.address_line1,supplier.country,supplier.id,ships_to.company_line1,ships_to.country,PreProductionMilestone,ProductionMilestone,OnTrackToShipMilestone,ShipmentMilestone,DeliveryMilestone,mass_production_starts_on,target_ship_date,estimated_ship_date,past_due,original_ships_on,pol,loaded_to_etd,etd_to_eta_port,eta_port_to_custom_clereance,custom_clereance_to_warehouse,total_tt,eta_theoretical,eta_anvyl,best_eta,eta_source,days_to_shipment,upcoming_shipment,normalized_cost_usd,ots_usd,ots_qty,ots_raw,theoretical_lt,actual_lt,estimated_e2e_lead_time,est_advanced_payment,est_outstanding_payment,week_in_month,current_week,current_month,current_year,target_ship_date_week,target_ship_date_month,target_ship_date_year,week_filter,year_filter,month_filter,estimated_ship_date_week,estimated_ship_date_month,estimated_ship_date_year,week_filter_estimated_ship,year_filter_estimated_ship,month_filter_estimated_ship,estimated_e2e_lead_time_year,year_filter_eta,country_code,taskable.id,01.labels_manuals_ship_marks (Sup),02.advance_payment (Src),03.labels_manuals_ship_marks (Src),04.production_ready (Sup),05.quality_audit (Src),06.documents_hand_over (Sup),07.transportation_hand_over (Tpt),08.booking_requested (Tpt),09.booking_confirmation (Tpt),10.container_loading_audit (Tpt),11.bill_of_lading (Tpt),12.outstanding_payment (Src),13.departure (Tpt),14.arrival_at_port (Tpt),15.in_customs (Tpt),16.wh_delivery (Tpt),flag
3/14/2023 3:23,10/28/2022 16:45,89832,VLR-000569-ship2,active,7502289322635,167681,Futon Mediano,[],16,4546000000,4546,"$72,736.00 ",MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,FutonwemmQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Divani Living Room Sets,,MX,14548,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,6/24/2022 0:00,12/31/2022 0:00,3/31/2023 0:00,ok,3/31/2023 0:00,MX,5,0,0,0,5,4/5/2023 0:00,3/31/2023 0:00,3/31/2023 0:00,anvyl_data,16,-,3636.8,0,0,LATE,63,153,153,0,3636.8,5,11,3,2023,52,12,2022,upcoming,,upcoming,13,3,2023,upcoming,current,,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/28/2022 16:56,89833,VLR-000358-ship2,active,7502289325865,167754,Sofá,[],3,6874650000,6874.65,"$20,623.95 ",MXN,,,Sofamatch,Sofa Worcester Quantum Ash,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],,12/31/2022,Saydi,,MX,14569,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,3/28/2022 0:00,12/31/2022 0:00,3/31/2023 0:00,ok,3/31/2023 0:00,MX,5,0,0,0,5,4/5/2023 0:00,3/31/2023 0:00,3/31/2023 0:00,anvyl_data,16,-,1031.1975,0,0,LATE,63,153,153,0,1031.1975,5,11,3,2023,52,12,2022,upcoming,,upcoming,13,3,2023,upcoming,current,,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/28/2022 16:56,89833,VLR-000358-ship2,active,7502289320105,167740,Sillón,[],1,2955100000,2955.1,"$2,955.10 ",MXN,,,Sofamatch,SillonWorcesterQAsh,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],,12/31/2022,Saydi,,MX,14569,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,3/28/2022 0:00,12/31/2022 0:00,3/31/2023 0:00,ok,3/31/2023 0:00,MX,5,0,0,0,5,4/5/2023 0:00,3/31/2023 0:00,3/31/2023 0:00,anvyl_data,16,-,147.755,0,0,LATE,63,153,153,0,147.755,5,11,3,2023,52,12,2022,upcoming,,upcoming,13,3,2023,upcoming,current,,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289322482,167723,Sillón,[],11,2264000000,2264,"$24,904.00 ",MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonMoiraQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,1245.2,0,0,LATE,60,211,211,0,1245.2,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289322468,167722,Sillón,[],2,2264000000,2264,4528,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonMoiraQAsh,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,226.4,0,0,LATE,60,211,211,0,226.4,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289322383,167705,Sillón,[],2,2304000000,2304,4608,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonClaudyQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,230.4,0,0,LATE,60,211,211,0,230.4,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289322376,167706,Sillón,[],2,2304000000,2304,4608,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonClaudyQGraphite,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,230.4,0,0,LATE,60,211,211,0,230.4,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289322369,167704,Sillón,[],4,2304000000,2304,9216,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonClaudyQAsh,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,460.8,0,0,LATE,60,211,211,0,460.8,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289321270,167718,Sillón,[],1,2364000000,2364,2364,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonJadisQGraphite,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,118.2,0,0,LATE,60,211,211,0,118.2,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289321263,167717,Sillón,[],5,2364000000,2364,11820,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonJadisQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,591,0,0,LATE,60,211,211,0,591,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289321256,167716,Sillón,[],5,2364000000,2364,11820,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonJadisQAsh,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,591,0,0,LATE,60,211,211,0,591,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289321201,167699,Love Seat,[],5,4035000000,4035,20175,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,LoveTorontoQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,1008.75,0,0,LATE,60,211,211,0,1008.75,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289320723,167711,Sillón,[],5,2364000000,2364,11820,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonEdmontonQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,591,0,0,LATE,60,211,211,0,591,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289320709,167710,Sillón,[],4,2364000000,2364,9456,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,SillonEdmontonQAsh,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,472.8,0,0,LATE,60,211,211,0,472.8,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,10/31/2022 15:37,89949,VLR-000498-ship2,active,7502289320372,167693,Love Seat,[],5,4035000000,4035,20175,MXN,DDP,50% pay in advance 50% before shipping,Sofamatch,LoveRosenQBlue,"Hogar, Muebles, Cocina y Jardín",Muebles,"Sillas, Sillones y Bancos",,,Lifestyles,Sam,Tereza,['SAMANTA'],TRUCK,12/31/2022,Juan Carlos Espinosa,,MX,14563,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,7/20/2022 0:00,12/31/2022 0:00,5/31/2023 0:00,ok,5/31/2023 0:00,MX,5,0,0,0,5,6/5/2023 0:00,5/31/2023 0:00,5/31/2023 0:00,anvyl_data,77,-,1008.75,0,0,LATE,60,211,211,0,1008.75,5,11,3,2023,52,12,2022,upcoming,,upcoming,22,5,2023,upcoming,current,upcoming,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,11/7/2022 19:53,90477,VLR-001013-ship2,active,7502308502017,373069,de la caminadora 3.5HP Urban Fit Pro,[],156,233500000,233.5,"$36,426.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,,,,,,,,,,,['VERONICA ##XIAMEN *2*40HC##'],OCEAN,3/6/2023,XIAMEN XINDECO LTD,"No. 999, Xinmin Avenue, Xinmin Town, Tongan District, Xiamen, China",CN,27844,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,accepted,awaiting_check_in,inactive,10/15/2022 0:00,1/30/2023 0:00,3/18/2023 0:00,ok,2/6/2023 0:00,Xiamen,0,48,10,2,60,5/17/2023 0:00,5/17/2023 0:00,5/17/2023 0:00,anvyl_data,3,upcoming shipment,36426,0,0,LATE,83,130,190,10927.8,25498.2,5,11,3,2023,5,1,2023,,current,,11,3,2023,,current,,2023,current,1,,,,,,,,,,,,,,,,,,
3/14/2023 3:23,11/11/2022 18:05,91136,VLR-001169,active,7708113176881,167831,CAMA DE HOSPITAL,[],172,100000000,100,"$17,200.00 ",USD,EXW,30% IN ADVANCE AND 70% BALANCE,Gran Shopping,Cama Hospitalaria Con Barandales Camilla,"Hogar, Muebles, Cocina y Jardín",Muebles,Muebles para Estética,,,Hardlines,Omar,Omar,['OMAR'],OCEAN,,"PUYANG OULI TRADE CO.,LTD","No168 ZHENGHE ROAD,PUYANG,HENAN,CHINA",CN,26807,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,accepted,awaiting_check_in,inactive,11/16/2022 0:00,1/5/2023 0:00,3/19/2023 0:00,ok,12/25/2022 0:00,Qingdao,0,48,10,2,60,5/18/2023 0:00,5/18/2023 0:00,5/18/2023 0:00,anvyl_data,4,upcoming shipment,17200,0,0,LATE,54,127,187,5160,12040,1,11,3,2023,1,1,2023,,current,,11,3,2023,,current,,2023,current,1,91136,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91652,VLR-001171,active,7502308500457,287297,Caminadora 2.5 HP New Model,[],301,125000000,125,"$37,625.00 ",USD,FOB,"20% TT, 80% BALANCE vs BL",Urbanfit Pro,Caminadora 2.5 HP New Model,-,-,-,,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,4/17/2023,"Wuyi Woteng Industry and Trade Co.,Ltd","No.33 Mudan Road,Baiyang Street,Wuyi County,Jinhua City,Zhejiang",CN,25122,MARCAS INNOVADORAS S.A.S.,CO,accepted,accepted,accepted,awaiting_check_in,inactive,3/2/2023 0:00,3/6/2023 0:00,3/24/2023 0:00,ok,3/6/2023 0:00,Ningbo,0,30,10,2,42,5/5/2023 0:00,5/7/2023 0:00,5/7/2023 0:00,anvyl_data,9,upcoming shipment,37625,0,0,LATE,110,128,172,11287.5,26337.5,2,11,3,2023,10,3,2023,,current,,12,3,2023,upcoming,current,,2023,current,2,91652,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,82109040675,192154,Set De Mancuernas Ajustables 22 Lbs Con Barra Juego 2 En 1,['Fuxion Sports'],100,18200000,18.2,"$1,820.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Fuxion Sports,Par de mancuernas ajustables 22 lbs con barra juego 2 en 1,"Deportes, Fitness y Outdoors",Artículos de Gimnasio,"Mancuernas, Barras y Discos",,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,1820,0,0,LATE,29,142,184,546,1274,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,82109040668,192153,Set De Mancuernas Ajustables 11 Lbs Con Barra Juego 2 En 1,['Fuxion Sports'],100,10600000,10.6,"$1,060.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Fuxion Sports,Par de mancuernas ajustables 11 lbs con barra juego 2 en 1,"Deportes, Fitness y Outdoors",Artículos de Gimnasio,"Mancuernas, Barras y Discos",,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,1060,0,0,LATE,29,142,184,318,742,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,82109040651,192163,Mancuerna Peso Ajustable Adjustable Dumbbell 2.5 - 24 Kg,['Fuxion Sports'],100,42500000,42.5,"$4,250.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Urbanfit Pro,"Mancuerna Ajustable UrbanFit Pro, Dumbbell de 2.5 a 24 kg.",-,-,-,,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,4250,0,0,LATE,29,142,184,1275,2975,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,733810241942,167664,Tapete Para Yoga Alta Densidad,['Urban Fit Pro'],700,2950000,2.95,"$2,065.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Urbanfit Pro,Tapete Para Yoga Alta Densidad 10mm De Grosor - AGUA,"Deportes, Fitness y Outdoors",Artículos de Gimnasio,Equipo de Yoga,,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,2065,0,0,LATE,29,142,184,619.5,1445.5,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,733810235811,373097,Tapete de Yoga 10mm De Grosor Gris,[],850,2950000,2.95,"$2,507.50 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Urbanfit Pro,Tapete Para Yoga Alta Densidad 10mm De Grosor-Plateado,"Deportes, Fitness y Outdoors",Artículos de Gimnasio,Equipo de Yoga,,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,2507.5,0,0,LATE,29,142,184,752.25,1755.25,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
3/14/2023 3:23,11/15/2022 19:00,91655,VLR-001174,active,733810241911,381017,Tapete Para Yoga Alta Densidad 10mm De Grosor - ROSA,['New Developments'],800,2950000,2.95,"$2,360.00 ",USD,FOB,30% IN ADVANCE AND 70% BALANCE,Urbanfit Pro,Tapete Para Yoga Alta Densidad 10mm De Grosor - ROSA,"Deportes, Fitness y Outdoors",Artículos de Gimnasio,Equipo de Yoga,,,Hardlines,Vero Islas,Omar,['VERONICA'],OCEAN,2/13/2023,"Zhejiang Mersco Industry & Trade Co.,Ltd","No. 6, Jindu Road, Dongcheng Street, Yongkang City, Jinhua City, Zhejiang Province, China",CN,15675,"Benito Juárez 20, San Mateo Cuautepec, 54948 Fuentes del Valle, Méx Bodega 4 de Onest",MX,accepted,accepted,awaiting_check_in,inactive,inactive,11/25/2022 0:00,12/15/2022 0:00,4/7/2023 0:00,ok,12/31/2022 0:00,Ningbo,0,30,10,2,42,5/19/2023 0:00,5/19/2023 0:00,5/19/2023 0:00,anvyl_data,23,-,2360,0,0,LATE,29,142,184,708,1652,3,11,3,2023,50,12,2022,upcoming,,upcoming,14,4,2023,upcoming,current,upcoming,2023,current,1,91655,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,incomplete,custom_milestones
